title	reserve_percent	audience	director	producer	actor_and_actress	genre	release_date
에덴의 선택	0.0%	2명	메건그리피스		제이미정	드라마	2013.05.09
쾌걸 조로리의 대대대대모험	0.0%	1명	이와사키토모코		정태호,신보라	애니메이션,가족,어드벤처	 zorori-movie.co.kr
길위에서	0.0%	10명	이창재		민재,선우스님,상욱,영운스님	다큐멘터리	2013.05.23
더 콜	0.0%	57명	브래드앤더슨		할리베리,아비게일브레스린	스릴러	 www.thecall2013.co.kr
디아틀로프	0.0%	2명	레니할린		홀릭고스,맷스토키,젬마아킨슨,루크앨브라이트	,스릴러	2013.06.13
콘돌은 날아간다	0.0%	0명	전수일		조재현,배정화	드라마	 blog.naver.com/mountain2010
개구쟁이 스머프 2	0.2%	299명	라자고스넬		닐패트릭해리스,크리스티나리치	애니메이션,가족	 www.smurfs3d.co.kr
SIFF2017-특별기획 1	0.0%	3명					2017.11.30
SIFF2017-박화영	0.1%	40명				드라마	2017.11.30
SIFF2017-아파트 생태계	0.0%	6명				다큐멘터리	2017.11.30
SIFF2017-벼꽃	0.0%	1명				다큐멘터리	2017.11.30
SIFF2017-튼튼이의 모험	0.0%	19명				드라마	2017.11.30
SIFF2017-소은이의 무릎	0.0%	2명				드라마	2017.11.30
SIFF2017-호랑이보다 무서운 겨울손님	0.2%	46명				로맨스,멜로	2017.11.30
SIFF2017-해원	0.0%	4명				다큐멘터리	2017.11.30
SIFF2017-굿바이 마이 러브 NK	0.0%	3명				다큐멘터리	2017.11.30
SIFF2017-황제	0.0%	4명				범죄	2017.11.30
SIFF2017-특별단편 6	0.1%	12명					2017.11.30
SIFF2017-특별단편 5	0.0%	8명					2017.11.30
SIFF2017-특별단편 4	0.1%	26명					2017.11.30
SIFF2017-특별단편 2	0.2%	11명					2017.11.30
SIFF2017-특별단편 1	0.0%	4명					2017.11.30
SIFF2017-국경의 왕	0.3%	30명				드라마	2017.11.30
SIFF2017-국가에 대한 예의	0.0%	7명				다큐멘터리	2017.11.30
SIFF2017-로타리	0.0%	4명				드라마	2017.11.30
SIFF2017-개의 역사	0.0%	6명				다큐멘터리	2017.11.30
영건 탐정사무소	0.0%	3명	오영두		최송현,홍영근,하은정	,액션	 blog.naver.com/2012younggun 
577 프로젝트	0.0%	70명	이근우		공효진,하정우,김성균,이승하,박아인	드라마,코미디	 www.577project.co.kr
훌리오와 에밀리아	0.0%	0명	크리스티안히메네즈		디에고노구에라,나탈리아갈가니	로맨스,멜로	2013.08.13(재개봉)
프로젝트 님	0.0%	0명	제임스마쉬			다큐멘터리	 blog.naver.com/projectnim
피에타	0.0%	240명	김기덕		조민수,이정진	드라마	 pieta.kr
레지던트 이블 5 : 최후의 심판	0.0%	235명	폴앤더슨		밀라요보비치,미셀로드리게즈,리빙빙,시에나길로리,오데드페르	액션,	 www.re5.co.kr 
인시디어스	0.0%	30명	제임스완		패트릭윌슨,로즈번,바바라허쉬,리워넬	호러,스릴러	 www.insidious2012.com
아메리칸 파이 : 19금 동창회	0.0%	4명	존허위츠,헤이든쉬로스버그		제이슨빅스,크리스클라인,숀윌리엄스코트,에디케이토머스,토마스이안니콜라스	코미디,로맨스,멜로	 americanpie.kr 
히스테리아	0.0%	9명	타니아웩슬러		휴댄시,매기질렌할,조나단프라이스,펠리시티존스	코미디,로맨스,멜로	 twitter.com/hysteria_movie
대학살의 신	0.0%	13명	로만폴란스키		조디포스터,케이트윈슬렛,크리스토프왈츠,존라일리	드라마,코미디	 www.facebook.com/pancinema.movie
그 시절, 우리가 좋아했던 소녀	0.2%	169명	구파도		가진동,진연희	드라마,로맨스,멜로	 www.firstlove2012.kr
서태지8집 : 398일의 기록	0.2%	9명	서태지		서태지	다큐멘터리	2012.07.27
런던올림픽 축구 본선 Live - 대한민국 vs 가봉	0.2%	2명			대한민국국가대표팀	액션,다큐멘터리	2012.08.01
런던올림픽 축구 본선 Live - 대한민국 vs 스위스 	0.1%	0명			대한민국국가대표팀	액션,다큐멘터리	2012.07.29
런던올림픽 축구 본선 Live - 대한민국 vs 멕시코	0.1%	0명			대한민국국가대표팀	액션,다큐멘터리	2012.07.26
공모자들	0.0%	526명	김홍선		임창정,최다니엘,오달수	스릴러,범죄	 traffickers.kr
간첩	0.0%	252명	우민호		김명민,염정아,유해진,변희봉,정겨운	드라마,코미디,액션	 www.spy2012.co.kr
더 레이디	0.0%	9명	뤽베송		양자경,데이빗듈리스	드라마,	 www.theladymovie.co.kr
러브 네버 다이	0.0%	0명	브렛설리반		벤루이스,안나오브린,마리아마르세데스,사이먼글리슨,샤론밀러칩	뮤지컬	 www.phantommovie2.kr
5쿼터	0.0%	0명	릭바이버		라이언매리먼,앤디맥도웰,에이단퀸	드라마	2012.08.23
풍경	0.0%	0명	장률			다큐멘터리	 blog.naver.com/scenery2013
헝거게임-더 파이널	0.0%	6,430명	프랜시스로렌스		제니퍼로렌스,조쉬허처슨,리암헴스워스,나탈리도머,줄리안무어,필립세이무어호프만,릴리라베,엘든헨슨	액션	2015.11.18
어벤져스: 에이지 오브 울트론 	0.0%	20,869명	조스웨던		로버트다우니주니어,크리스햄스워스,스칼렛요한슨,사무엘잭슨,크리스에반스,제레미레너,코비스멀더스,마크러팔로,안소니마키,제임스스페이더,애런존슨	액션,어드벤처,,환타지	 www.marvel.co.kr/movies/avengers2015
헝거게임-모킹제이	0.0%	1,946명	프랜시스로렌스		제니퍼로렌스,조쉬허처슨,리암헴스워스,필립세이무어호프만,줄리안무어,우디해럴슨,엘리자베스뱅크스,도날드서덜랜드	액션,,스릴러	 www.hungergame.co.kr
올드보이	0.1%	110명	박찬욱		최민식,유지태,강혜정,김병옥,오달수,이승신,윤진서,오태경,오광록,유연석	스릴러	2015.07.27(재개봉)
비행기	0.0%	116명	클레이홀		발킬머,테리헤처	어드벤처,가족,애니메이션	 www.planes2013.co.kr
와일드 빌	0.0%	0명	덱스터플레처		윌폴터,찰리크리드마일즈,새미윌리엄스,앤디서키스,리즈화이트	드라마,코미디,액션	2013.12.19
말레피센트	0.0%	1,966명	로버트스트롬버그		안젤리나졸리,엘르패닝,주노템플,인디아아이슬리,샬토코플리,미란다리차드슨,이멜다스턴톤,샘라일리	액션,드라마	 www.maleficent2014.co.kr
표류일기	0.1%	3명	원성진		이나리,이영하,전무송,선우은숙,박승호	어드벤처,가족	2013.11.14
7번째 아들	0.0%	288명	세르게이보드로프		제프브리지스,벤반스,줄리안무어	가족,환타지,어드벤처	 www.facebook.com/UPIKorea
분노의 질주: 더 세븐	0.0%	8,862명	제임스완		제이슨스타뎀,빈디젤,드웨인존슨,폴워커	액션,범죄,스릴러	 fast7.co.kr/main.asp
가디언즈 오브 갤럭시	0.0%	6,450명	제임스건		크리스프랫,데이브바티스타,조샐다나,다미온포이티어,브래들리쿠퍼,리페이스,빈디젤	액션,어드벤처,	 www.gotg2014.co.kr
엣지 오브 투모로우	0.0%	5,535명	더그라이만		톰크루즈,에밀리블런트,샤롯라일리	액션,	2014.06.03
300: 제국의 부활	0.0%	1,576명	노암머로		에바그린,설리반스탭플턴,로드리고산토로,레나헤디	액션,드라마,전쟁	 www.300roae.co.kr
리오2 	0.0%	477명	카를로스살다나		임시완,제시아이젠버그,써니소녀시대,앤해서웨이,류승룡,제메인클레멘트,제이미폭스,윌아이엠,브루노마스	애니메이션,어드벤처,코미디	 www.facebook.com/riomoviekorea 
드래곤 길들이기2	0.1%	3,214명	딘데블로이스		제이바루첼,제라드버틀러,아메리카페레라,크리스튼위그,조나힐,크리스토퍼민츠플래스,밀러,킷하링턴,크레이그퍼거슨	애니메이션,액션,어드벤처,코미디,가족,환타지	 www.facebook.com/dreamworks.kr
호빗: 다섯 군대 전투	0.0%	6,109명	피터잭슨		마틴프리먼,이안맥켈런,리처드아미티지,케이트블란쳇,올랜도블룸,크리스토퍼리,일라이저우드,휴고위빙,베네딕트컴버배치,에이단터너,딘오고먼,켄스톳,그레이엄맥타비쉬,제임스네스빗	환타지,액션,드라마	 www.hobbit3movie.co.kr
트랜스포머: 사라진 시대	0.0%	5,410명	마이클베이		마크월버그,니콜라펠츠,잭레이너,리빙빙,스탠리투치,소피아마일즈,켈시그래머,피터큘렌,글렌모슈워,밀러,한경	액션,어드벤처,	 www.facebook.com/Transformers.KR
어메이징 스파이더맨2	0.0%	4,140명	마크웹		앤드류가필드,엠마스톤,데인드한,제이미폭스,샐리필드,마틴쉰,펠리시티존스,폴지아마티,콜므포어,크리스쿠퍼,브라이언헤일리,비제이노박	액션,환타지,어드벤처	 amazing-spiderman2.co.kr
폼페이 : 최후의 날	0.1%	1,125명	폴앤더슨		킷해링턴,에밀리브라우닝,키퍼서덜랜드,캐리앤모스	액션,어드벤처,드라마,로맨스,멜로	 www.pompeii2014.co.kr
월터의 상상은 현실이 된다	0.0%	1,303명	벤스틸러		숀펜,벤스틸러,셜리맥클레인,크리스틴위그	환타지,드라마,어드벤처	 cafe.naver.com/waltermitty
더 울프 오브 월스트리트	0.7%	805명	마틴스콜세지		레오나르도디카프리오,조나힐,카일챈들러,장뒤자르댕,매튜맥커너히,존번탈,롭라이너,마고로비,존파브로	드라마,미스터리	 thewolfofwallstreet.co.kr
페어웰 마이 퀸	0.0%	9명	브누와쟉꼬		다이앤크루거,레아세이두	시대극	2014.01.29(재개봉)
꼬마마녀 요요와 네네	0.0%	5명	히라오타카유키		김서영,이현진,양정화,엄상현,이선주,류점희,조현정,김장,이지영,방성준,최승훈	애니메이션,환타지,어드벤처	 www.majocco.jp
슈타인즈 게이트:부하 영역의 데자뷰	0.0%	0명	와카바야시칸지			애니메이션	 www.facebook.com/steinsgate2013
컴퍼니 유 킵	0.0%	1명	로버트레드포드		로버트레드포드,샤이아라보프,줄리크리스티,수잔서랜든,샘엘리어트,브렌단글리슨,테렌스하워드,리차드젠킨스,안나켄드릭,스탠리투치,크리스쿠퍼	스릴러	2013.12.05
프라미스드 랜드	0.0%	83명	구스반산트		맷데이먼,존크래신스키,프란시스맥도맨드,로즈마리드윗	드라마	2013.12.12
체브라시카	0.0%	0명	나카무라마코토			애니메이션	2013.11.14
붉은 바캉스 검은 웨딩 2	0.0%	0명	최위안		문지영,김재록,유안	스릴러	2013.11.28
저스틴	0.0%	127명	마누엘시실라		박형식,이순재,신구,박근형,백일섭	애니메이션,어드벤처	 www.justin2014.kr
서울독립영화제2013	0.3%	2명				다큐멘터리,애니메이션,드라마	 www.siff.or.kr
인시디어스: 두번째 집	0.0%	357명	제임스완		로즈번,패트릭윌슨,린샤예,타이심킨스,바바라허쉬,다니엘비서티	호러,스릴러	 insidious2.co.kr
글로리아	0.0%	0명	세바스티안렐리오		폴리나가르시아,세르지오헤르난데즈,디에고폰테실라	드라마,코미디	2013.12.05
변호인	0.0%	6,390명	양우석		송강호,김영애,오달수,곽도원,시완	드라마	 www.lawyersong.kr
로렌스 애니웨이	0.1%	32명	자비에돌란		멜빌푸포,쉬잔느클레먼트	드라마,로맨스,멜로	2014.06.14(재개봉)
그렇게 아버지가 된다	0.0%	663명	고레에다히로카즈		후쿠야마마사하루,오노마치코,마키요코,릴리프랭키	드라마	2018.07.12(재개봉)
특수경찰 : 스페셜 ID	0.0%	1명	곽요량		견자단,경첨,장한위,안지걸	액션,범죄	2014.01.09
붉은 가족	0.0%	10명	이주형		김유미,정우,손병호,박소영	드라마,액션	2013.11.06
소설, 영화와 만나다	0.0%	1명	이상우,박진성,박진석,이진우		한주완,유소현,최덕문,박혁권,신동미,배슬기,김서형,최원영	드라마	2013.11.21
영 앤 뷰티풀	0.0%	10명	프랑수아오종		마린백트,제랄딘페라스,샬롯램플링	드라마	2013.12.05
[2030 내 집 마련 A to Z] CGVX마이크임팩트 강연프로젝트	0.0%	9명					2018.08.28
에브리데이	0.0%	3,001명	마이클수지		앵거리라이스	로맨스,멜로	2018.10.11
안시성	0.0%	78,723명	김광식	구태진,김용선	조인성,남주혁,박성웅	액션,시대극	 ansisung.com/
더 보이스	0.1%	887명	마르잔사트라피		라이언레이놀즈,젬마아터튼,안나켄드릭	범죄,코미디	2018.08.29
더 프레데터	0.0%	6,101명			올리비아문,보이드홀브룩,트래반트로즈,키건마이클키,스털링브라운,제이콥트렘블레이	호러,액션,어드벤처	2018.09.12
대관람차	0.0%	201명	백재호,이희섭		강두,호리하루나	드라마	2018.08.30
22	0.0%	38명	궈커			다큐멘터리	2018.08.14
위스키 밴디트	0.0%	0명	님로드앤탈		벤스스잘레이,졸탄슈나이더	범죄,스릴러	2018.08.23
업그레이드	0.0%	15,532명	리워넬		로건마샬그린	액션	2018.09.06
[더 싸게, 더 멀리 가는 항공권 구입 노하우] CGVXTravie	0.1%	5명					2018.08.23
살아남은 아이	0.0%	1,634명	신동석	제정주	김여진,최무성,성유빈	드라마,가족	2018.08.30
[강원국의 글쓰기] 북콘서트	0.2%	13명					2018.08.22
피쉬 프렌즈-알록이의 신기한 모험	0.0%	144명	부르한군			애니메이션,어드벤처	2018.08.30
양말요정 휴고의 대모험	0.0%	178명	갈리나미클리노바		조연우,박상우,이민형,진정훈,송영인,방지원	애니메이션,어드벤처	2018.09.06
어른도감	0.0%	605명	김인선		엄태구,이재인,서정연	드라마,코미디	2018.08.23
호스틸	0.0%	187명	메튜터리		브리터니애쉬워스,그레고리피투시	미스터리,스릴러	2018.08.23
트라이앵글	0.0%	314명	크리스토퍼스미스		멜리사조지,리암헴스워스,엠마렁	호러,미스터리,스릴러	2018.08.29
상류사회	0.0%	13,367명	변혁	김철용	박해일,수애	드라마	2018.08.29
휘트니	0.0%	1,794명	케빈맥도널드		케빈코스트너,휘트니휴스턴	다큐멘터리,드라마	2018.08.23
[워라밸을 만드는 가장 쉬운 방법 무의식 활용법] CGVX마이크임팩트 강연프로젝트 Vol.28	0.1%	9명					2018.08.30
알투비:리턴투베이스	0.0%	469명	김동원		정지훈비,유준상,신세경,김성수,이하나,이종석,정경호	액션,드라마	 www.r2b-2012.co.kr 
모피를 입은 비너스	0.0%	0명	송예섭		서정,백현진	드라마,스릴러,멜로	2012.07.19
테이큰 2	0.0%	737명	올리비에메가턴		리암니슨,매기그레이스,팜케얀센	액션,범죄,드라마	 www.taken2.co.kr
레드라이트	0.1%	12명	로드리고코르테스		로버트드니로,킬리언머피,시고니위버,엘리자베스올슨	미스터리,스릴러	2012.08.23
매직 마이크	0.1%	18명	스티븐소더버그		채닝테이텀,알렉스페티퍼,매튜맥커너히,맷보머	드라마,코미디	2013.06.20(재개봉)
하와이언 레시피	0.0%	0명	사나다아츠시		오카다마사키,아오이유우,바이쇼치에코,하세가와준,후카츠에리	드라마	2012.07.19
시스터	0.0%	17명	위르실라메이에		레아세이두,케이시모텟클레인,질리언앤더슨	드라마	2014.01.24(재개봉)
피나	0.0%	0명	빔벤더스		피나바우쉬,부퍼탈무용단원들	다큐멘터리	 www.facebook.com/momo.arthouse
광대를 위한 슬픈 발라드	0.0%	2명	알렉스드라이글레시아		카를로스아레세스,안토니오드라토레,캐롤리나방	호러,스릴러,코미디	2012.08.09
링컨 : 뱀파이어 헌터	0.1%	158명	티무르베크맘베토브		벤자민워커,도미닉쿠퍼,루퍼스스웰	액션,스릴러	 www.vampirehunter3d.co.kr
러브	0.0%	0명	유승택		조미,서기,조우정,펑위옌,원경천,유승택,천이한,곽채결	드라마,로맨스,멜로	2012.08.09
그레이브 인카운터	0.0%	13명	비셔우스형제		숀로저슨,주안리딩거	호러,스릴러	 www.grave2012.co.kr 
섹스 거짓말 그리고 비디오테이프	0.0%	0명	봉만대		고수희,이무생	코미디	2012.07.14
루퍼	0.0%	224명	라이언존슨		조셉고든레빗,브루스윌리스,에밀리블런트,폴다노,자니영보쉬	,액션	 looper2012.kr
벨 아미	0.0%	10명	데클란도넬란,닉오머로드		로버트패틴슨,우마서먼,크리스티나리치,크리스틴스콧토마스,나탈리아테나	드라마	 belami2012.kr
말리	0.0%	4명	케빈맥도널드			다큐멘터리	2012.08.02
(SICAF2012) 제16회 서울국제만화애니메이션페스티벌	0.0%	0명				애니메이션	 www.sicaf.org
메리다와 마법의 숲	0.0%	306명	마크앤드류스,브렌다채프먼		켈리맥도날드,빌리코넬리,엠마톰슨	애니메이션	 disney.co.kr/movies/brave2012/
익스펜더블 2	0.0%	124명	사이먼웨스트		실베스터스탤론,제이슨스타뎀,브루스윌리스,아놀드슈왈제네거,장끌로드반담,이연걸	액션,스릴러,어드벤처	 www.expendables2.co.kr
빌리와 용감한 녀석들	0.1%	33명	라인하드클루스,호거태프		박성광,신보라,정태호,양선일	애니메이션,가족	 billy2012.co.kr
SIFF2017-피의 연대기	0.2%	16명				다큐멘터리	2017.11.30
SIFF2017-플레이온	0.0%	4명				다큐멘터리	2017.11.30
SIFF2017-선택단편 4	0.2%	15명					2017.11.30
SIFF2017-선택단편 3	0.0%	4명					2017.11.30
SIFF2017-선택단편 2	0.1%	8명					2017.11.30
SIFF2017-선택단편 1	0.0%	6명					2017.11.30
SIFF2017-소공녀	0.3%	41명				로맨스,멜로	2017.11.30
SIFF2017-살아남은 아이	0.2%	22명				드라마	2017.11.30
SIFF2017-초행	0.1%	12명				드라마	2017.11.30
SIFF2017-이월	0.0%	8명				로맨스,멜로	2017.11.30
SIFF2017-죄 많은 소녀	0.3%	50명				드라마	2017.11.30
SIFF2017-소성리	0.0%	2명				다큐멘터리	2017.11.30
SIFF2017-카운터스	0.0%	4명				다큐멘터리	2017.11.30
SIFF2017-말해의 사계절	0.0%	7명				다큐멘터리	2017.11.30
SIFF2017-얼굴들	0.1%	23명				로맨스,멜로	2017.11.30
SIFF2017-히치하이크	0.1%	26명				가족	2017.11.30
SIFF2017-경쟁단편 6	0.2%	12명					2017.11.30
SIFF2017-경쟁단편 5	0.2%	14명					2017.11.30
국정교과서 516일-끝나지 않은 역사전쟁	0.0%	33명	백승우	정상민	한홍구,박한용,안병우	다큐멘터리	 www.facebook.com/kukjeong516
SIFF2017-경쟁단편 4	0.1%	14명					2017.11.30
쉐프	0.0%	21명	다니엘코헨		장르노,미카엘윤	코미디,드라마	2013.05.30
에픽 : 숲속의 전설	0.0%	431명	크리스웻지		아만다사이프리드,조쉬허처슨,콜린파렐,비욘세놀스,크리스토프왈츠,스티븐타일러	애니메이션,어드벤처	 www.epicthemovie.co.kr
극장판썬더일레븐GO VS 골판지전사W	0.0%	17명	미야오요시카즈			애니메이션	 thunder11movie.co.kr
잠 못 드는 밤	0.0%	2명	장건재		김수현,김주령	드라마	 blog.naver.com/sleepless_n
제10회 서울환경영화제	0.1%	5명					 www.gffis.org
이티피 페스티벌 08X09 서태지	0.1%	6명	서태지		서태지	다큐멘터리,뮤직	 www.facebook.com/seotaiji
춤추는 숲	0.0%	3명	강석필		쟁이,짱가,꽃다지,성미산마을주민들	다큐멘터리	 d_forest2013.blog.me 
앤젤스 셰어 : 천사를 위한 위스키	0.0%	11명	켄로치		폴브래니건,존헨쇼,게리메이틀랜드	드라마,코미디	2013.05.16
헝거게임-캣칭파이어	0.0%	951명	프랜시스로렌스		제니퍼로렌스,조쉬허처슨,리암헴스워스,우디해럴슨	액션	 http://www.hungergame.co.kr
토르 : 다크 월드	0.1%	2,000명	앨런테일러		크리스햄스워스,나탈리포트만,톰히들스턴,안소니홉킨스,크리스토퍼에클스턴,이드리스엘바	액션,어드벤처,환타지	 thor2.co.kr
아이 오브 더 스톰	0.0%	10명	프레드쉐피시		제프리러쉬,주디데이비스,샬롯램플링	드라마	 www.theeyeofthestorm.com.au
매니악	0.0%	9명	프랑스칼포운		일라이저우드,노라아르네제데	호러,스릴러	 www.maniac2013.kr/index.htm
어디로 갈까요?	0.0%	0명	진승현		김규리,유건	드라마,로맨스,멜로	 blog.naver.com/mountain2010
국제시장	0.0%	14,261명	윤제균		황정민,김윤진,오달수,정진영,장영남,라미란,김슬기	드라마	 www.kukje2014.co.kr
백악관 최후의 날	0.0%	69명	안톤후쿠아		제라드버틀러,모건프리먼,아론에크하트,릭윤	액션,스릴러	 www.whitehouse2013.co.kr
사랑은 타이핑 중!	0.2%	5명	레지스르왕사르		로망뒤리스,데보라프랑소와	코미디	 www.lovetyping.co.kr
붓다 : 싯다르타 왕자의 모험	0.0%	0명	모리시타코조			애니메이션	 blog.naver.com/buddha_movie
비포미드나잇	0.0%	210명	리처드링클레이터		에단호크,줄리델피	드라마	 www.beforemidnight.kr
은밀하게 위대하게	0.0%	3,110명	장철수		김수현,박기웅,이현우,손현주,박혜숙,김성균,고창석,장광,신정근,홍경인,이채영,박은빈,최우식	액션,드라마,코미디	 www.eunwe-movie.kr
퍼시잭슨과 괴물의 바다	0.0%	300명	쏘어프류덴탈		로건레먼,알렉산드라다드다리오,브래든잭슨	액션,환타지,어드벤처	 www.facebook.com/PercyJacksonmovies.kr 
희미한 곰별자리	0.2%	97명	루치노비스콘티		클라우디아카르디날레,장소렐,마이클크레이그	드라마,드라마	2017.08.10
[바리톤 김정래 라이브러리콘서트] ARTCENTER 첫, 만남 Vol.1	0.0%	1명				뮤직	2017.07.29
친절한 금자씨	0.0%	625명	박찬욱		이영애,최민식,김병옥,오달수	스릴러	2017.07.27(재개봉)
불온한 당신	0.0%	71명	이영		이묵,논,이영	다큐멘터리	2017.07.20
살인자의 기억법	0.0%	54,299명	원신연	구태진	설경구,김남길,김설현,오달수	범죄,느와르,스릴러	2017.09.06
브이아이피	0.0%	33,050명	박훈정	연영식	장동건,김명민,박희순,이종석	범죄,액션,스릴러	2017.08.23
싸이보그지만 괜찮아	0.0%	76명	박찬욱		임수정,정지훈비	로맨스,환타지,,멜로	2017.07.27(재개봉)
해피아워원패스(캐리비안의 해적: 죽은 자는 말이 없다)	0.1%	67명	요아킴뢰닝,에스펜잔드베르크		조니뎁,하비에르바르뎀,올랜도블룸,카야스코델라리오,브렌튼스웨이츠	액션,코미디,어드벤처,환타지	2017.07.19
해피아워원패스(너의 이름은.)	0.3%	97명	신카이마코토		카미키류노스케,지창욱,카미시라이시모네,타니카논,김소현,이레	로맨스,드라마,애니메이션,멜로	2017.07.19
해피아워원패스(군함도)	0.1%	33명	류승완		황정민,소지섭,송중기,이정현	액션,드라마	2017.07.27
해피아워원패스(덩케르크)	0.3%	329명	크리스토퍼놀란		톰하디,마크라이런스,케네스브래너,킬리언머피	액션,드라마,스릴러,전쟁	2017.07.19
노래로 쏘아올린 기적	0.0%	145명	하니아부아사드		타우픽바롬,카이스아타라,히바아타라	드라마	2017.08.17
[9등급 꼴찌, 1년 만에 통역사 된 비법] CGV X 마이크임팩트 강연프로젝트 Vol.18	0.1%	49명	장동완		장동완		2017.10.19(재개봉)
슈퍼오리: 태양을 지켜라	0.0%	180명	빅터라키소프		박상우,방지원,오은수,박정욱,신정훈,송영인	애니메이션	 www.facebook.com/hwasuboon
트레이터	0.0%	219명	수잔나화이트		이완맥그리거,나오미해리스,스텔란스카스가드,데미안루이스	범죄,느와르,스릴러	2017.08.03
아토믹 블론드	0.1%	7,907명	데이빗레이치		샤를리즈테론,제임스맥어보이,소피아부텔라,존굿맨	액션	2017.08.30
파리로 가는 길	0.0%	4,647명	엘레노어코폴라		다이안레인,알렉볼드윈,아르노비아르	로맨스,드라마,드라마,멜로	2018.08.28(재개봉)
드래곤스펠-마법꽃의비밀	0.0%	1,915명	블라디미르미카이로프		방지원,박상우,신정훈,오은수	환타지	2017.08.15
낮잠공주: 모르는 나의 이야기	0.0%	343명	카미야마켄지		타카하타미츠키,미츠시마신노스케,에구치요스케,후루타아라타,쿠기미야리에,타카하시히데키	환타지,드라마,애니메이션	 www.facebook.com/earlybirdpic
젝스키스 20주년 기념 하와이 영상	0.0%	393명			젝스키스은지원,이재진,김재덕,강성훈,장수원	다큐멘터리	2017.07.07
니나 내나	0.0%	21명	이동은		장혜진,태인호,이가섭,김진영,이효제,이상희	드라마	2019.10.30
조커	6.4%	75,363명	토드필립스		호아킨피닉스,재지비츠,로버트드니로	액션,드라마,스릴러	2019.10.02
오늘도 위위	0.0%	174명	박범준	이경환,박지선	선우선	드라마	2019.10.17
비트	0.0%	111명				액션	2019.09.12(재개봉)
여배우들의 티타임	0.0%	324명	로저미첼		주디덴치,매기스미스,에일린앗킨스,조안플로라이트	다큐멘터리	2019.10.10
우키시마호	0.0%	119명	김진홍		안재모	다큐멘터리	2019.09.19
판소리 복서	0.0%	3,046명	정혁기	김재희,이정은	엄태구,이혜리,김희원	드라마,코미디	2019.10.09
헬로우 평양	0.0%	10명	그레고르뮐러,앤르왈드		그레고르뮐러,앤르왈드	다큐멘터리	2019.09.26
토막살인범의 고백	0.0%	104명	리누스드파올리		아담일드로웨더,파울리나갈라즈카,아만다플러머	호러,스릴러	2019.10.17
버티고	0.0%	1,061명	전계수		천우희,유태오,정재광	로맨스,드라마,멜로	2019.10.16
퍼펙트맨	0.2%	18,837명	용수	이강진	설경구,조진웅,허준호,진선규,지승현	드라마,코미디	2019.10.02
애월	0.0%	57명	박철우	이연호	이천희,김혜나,박철민,최덕문	로맨스,드라마,멜로	2019.09.26
두번할까요	0.1%	5,896명	박용집	김경환	권상우,이정현,이종혁	로맨스,코미디,멜로	2019.10.17
몬스터 하우스	0.0%	1,523명	피터레페니오티스		김소희,허성재,김한나,장병관	애니메이션,어드벤처	2019.10.03
이다혜의 북클럽 시즌2-양들의 침묵	0.1%	15명					2019.09.30
아이언 자이언트	0.0%	972명	브래드버드		제니퍼애니스톤,빈디젤,크리스토퍼맥도날드,존마호니	애니메이션	2019.10.09
람보- 라스트 워	1.2%	2,147명	애드리언그런버그		실베스터스탤론	액션	2019.10.23
타발루가와 얼음공주	0.0%	0명	스벤운터발트주니어			애니메이션	2019
소피와 드래곤- 마법책의 비밀	0.0%	797명	마리나네페도바		정유정,김명준,현경수,홍승효,이상호,임채헌,김다올,강성우	환타지,애니메이션,어드벤처	2019.10.02
슈퍼 햄찌	0.0%	214명	주나테나			가족,환타지,애니메이션	2019.09.26
용서	0.0%	2명	김종철		오미희	다큐멘터리	 www.영화용서.com
조선명탐정 : 각시투구꽃의 비밀	0.0%	703명	김석윤		김명민,오달수,한지민	범죄,코미디	 www.tamjung2011.co.kr
서서 자는 나무	0.0%	1명	송인선		송창의,서지혜,여현수,주혜린	드라마,멜로	2010.12.09
서울독립영화제, 2010	0.0%	0명				단편,다큐멘터리,애니메이션	 www.siff.or.kr
카페 느와르	0.0%	3명	정성일		신하균,정유미,문정희,김혜나,요조,정인선,이성민	드라마,멜로	2011.01.05
러블리,스틸	0.0%	4명	닉패클러		마틴랜도,엘렌버스틴,아담스콧,엘리자베스뱅크스	로맨스,드라마,멜로	2010.12.23
앙드레 마티유	0.1%	4명	뤽디온느		파트릭드롤레	드라마	2011.01.06
라이브인3D-2AM SHOW	0.0%	0명	정성복		조권,이창민,임슬옹,정진운	다큐멘터리	 www.livein3d.co.kr
나루토 질풍전 극장판 4 : 더 로스트타워	0.0%	1명	무라타마사히코		타케우치준코,이노우에카즈히코,모리카와토시유키,나카무라치에	액션,애니메이션,어드벤처	 blog.naver.com/sebec2
쓰리데이즈	0.0%	28명	폴해기스		러셀크로우,리암니슨,엘리자베스뱅크스	스릴러	 www.3-days.co.kr
심장이 뛴다	0.0%	146명	윤재근		김윤진,박해일	드라마	 www.heart2011.co.kr
크리스마스 스타!	0.0%	3명	데비아이싯		마틴프리먼,애슐리젠슨	가족,코미디	 www.christmasstar.co.kr
아웃레이지	0.0%	1명	기타노다케시		기타노다케시,시이나깃페이,카세료	범죄,액션	 blog.naver.com/outrage2010
나니아 연대기 : 새벽출정호의 항해	0.0%	133명	마이클앱티드		벤반스,스캔다케이니스,조지헨리	가족,환타지,어드벤처	2010.12.08
여의도	0.0%	2명	송정우		김태우,박성웅,황수정,고세원,김산호	드라마,스릴러	 www.yeouido2010.co.kr
